title,rate,cuisine,location,address,street,price_from,price_till,url,description,opening_hours,wifi_available,smoking_area_available,outdoor_seat_available,full_time_available,vip_room_available,reservation_available,parking_area_available,review_11,review_12,review_13
Kopi Janji Jiwa,3.91,['Minuman'],Tanjung Duren,,"Jl. Tanjung Duren Raya No. 55, Tanjung Duren, Jakarta Barat",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/kopi-janji-jiwa-tanjung-duren,,Senin - Minggu (06:00 - 22:00),False,True,False,False,False,False,False,Rasa kopi nya sangat nikmat sekalee takaran nya pas dengan pelayanan penuh ikhlas,"Kali ini, aku order kopi dari Janji Jiwa yang kupesan via delivery. Aku mencoba :1. LatteLattenya ada 2 ukuran, regular & large. Aku xobain yang regular & gulanya 1/2 takaran normal.Seperti biasa, kopinya selalu rnak. Rasa pahit kopinya kerasa. Milky, tapi nggak meninggalkan after taste. Gulanya pas manisnya.","Beli Kopi Susu buat nemenin kerja biar mata lebih melek & berhasil dong🤣Sebenernya udh bbrp kali beli Janji Jiwa, tapi yang ini berasanya kayak less sugar padahal request yang normal~"
Raum Cream Cafe,4.1,['Kafe'],Pantai Indah Kapuk,"Ruko Beach Theme Park, Blok E No. 105","Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/jakarta/raum-cream-cafe-pantai-indah-kapuk,,Senin - Minggu (09:00 - 22:00),False,False,False,False,False,False,False,"Kafe yang satu ini populer karena ada oppa beneran. Berhubung udah lama penasaran sama tempat ini, akhirnya saya pergi bertiga bareng teman.Kebetulan kami super hoki. Kami datang sore di hari Sabtu dan oppanya beneran ada, dong. Teman saya nekat ngajak foto dan oppanya mau.Buat kafenya sendiri kecil. Pas hari Sabtu bahkan waiting list. Jadinya kami makan di dalam mobil dan pesan take away.Saya mencoba :1. Cream Corn Coffee (?)Cita rasa kopi ini unik karena di atasnya ada krim tebal dengan rasa dan aroma jagung serta cenderung manis.Mungkin tergantung preferensi. Saya kebetulan kurang suka jagung dan kurang suka yang super duper creamy. Menurut saya krimnya terlalu thick. After tastenya super creamy dan rasa kopinya tidak terlalu strong.2. Matcha FinancierMenu ini sempat sold out pas saya beli kopi. Sekitar 30 menit kemudian kami revisit dan beli financier, pas banget saya dapet stok terakhir.Buat kalian yang suka matcha, ini super recommended. Di harga hampir 40 ribu, memang agak pricy tapi worth dibanding rasa.Adonan rasa matcha serta terasa bitter sweet dengan sedikit krim matcha. Di dalamnya ada potongan almong yang cukup terasa.3. Honey Butter GarlicAwalnya saya agak ragu buat pesan menu ini. Namun karena penasaran akhirnya saya nekat. Menu ini bisa dijadikan opsi kalau prefer gurih.Permukaan adonan financier terasa gurih dan agak renyah namun dalamnya empuk. Adonan terasa garlicky dengan sedikit hint manis madu.Namun saya nggak pakai madu ekstranya karena khawatir jadi kemanisan.","Balik lagi ke RAUM sambil nunggu mau massage deket cafe ini. Kondisi cafe nya udah lebih sepi, nggak waiting list, dan sudah nggak ada oppa nya. Cobain signature coffee ice nya yang pake corn cream. Based nya cheese cream, ada rasa corn nya dikit2. Kopinya lebih strong, nggak manis, tp cheese cream nya enakk manis.. Kali ini aku cuma pesen financier cookies, approved. Ini enakk. Tekstur nya lebih pas. Manisnya juga pas. Enak.. Tempatnya dingin dan estetik, tapi sampe sekarang pun mereka nggak memfasilitasi WIFI untuk pengunjung..","pertama coba dan mau balik lagi ke sini. americano nya seger pake banget. ga terlalu strong tapi enak di mulut, ga watery .. inti nya pas untuk saya . cemilan hanya ada financier .. dan untuk saya cocok dengan kopi nya. pendamping kopi yang sepadan. manis nya ga terlalu over, wangi banget, lembut, padat, dan pas dimakan ga berantakan bubuk nya ke mana mana. tempat bersssihh banget .. pelayanan juga ok.."
Kopi Peron,4.13,['Kafe'],Cipinang,,"Jl. Cipinang Baru Raya No. 4A, Cipinang, Jakarta Timur",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/kopi-peron-cipinang,,"Senin - Jumat (08:00 - 21:00), Sabtu (09:00 - 22:00), Minggu Tutup",True,True,True,False,False,True,False,"Lagi kepingin ngemil Singkong, inget ada Kopi Peron yang punya menu ini, langsung order online :Singkong Goreng (25k), Siomay (25k) dan Spaghetti Creamy (35k). Singkong gorengnya berbumbu dan bagian luarnya crunchy dan dalamnya lembut disajikan dengan sambal. Enak. Siomaynya 1 porsi ada 6pcs cukup padat dan kenyal. Bumbu kacangnya enak juga. Spaghettinya saucenya sedikit dan rasanya biasa saja sih. Kalau singkong goreng dan siomay dari dulu memang enak, Recommended.","Tempatnya terbagi ruangan semi outdoor dan indoor. Indoornya tidak terlalu besar tapi cukup nyaman kalau pas nga ada orang lain ya Ruangan semi outdoornya lebih luas daripada indoor. Saya order :*Peron Coffee - Kopi susu khas Peron ini kopinya tidak strong, cukup creamy dengan taste chocolatey yang dominan. Manisnya juga pas. Recommended.*Peron Regal – Susu + vanilla dan topping regal. Manisnya pas, enak dan menyegarkan. Recommended.*Singkong Goreng - gorengannya tidak berminyak. Disajikan dengan sambal yang tidak pedas.Camilan yang enak dan recommended*Siomay - 1 porsi isi 6 pcs. Siomaynya  enak, mirip siomay abangan tapi ini lebih padat nga kebanyakan tepung kanji dan berasa ikannya. Disajikan dengan bumbu kacang yang enak dan legit. Recommended. Minuman dan snack yang saya coba ini semuanya enak dan tidak ada yang mengecewakan. Harganya juga terjangkau. Kapan2 ingin balik lagi untuk cobain menu hot coffee dan camilan lainnya yang kelihatannya menarik.","Mengawali pagi hari dengan ngopi pagi di Kopi Peron, kebetulan mereka punya promo paket ngopi pagi seharga 20K untuk segelas hot latte dan donat gula. Lumayan banget sih karena ukuran gelasnya juga lumayan lebar dengan rasa yang sesuai seleraku. Tipe kopinya smooth jadi bisa aku nikmati tanpa tambahan gula dan latte artnya juga bagus jadi enak dipandang. Donatnya juga jadi pelengkap yang pas karena teksturnya yang empuk dan terasa gurih serta manis sekaligus. Selain kopinya yang enak, tempatnya juga nyaman banget dan mendukung buat yang mau sambil wfc-an. Suasananya tenang, tempatnya rapi, bersih, dengan pencahayaan yang bagus karena ada dinding kacanya, aku paling suka coffeeshop yang terang kayak gini. Stop kontak juga banyak, wifi lancar dan yang paling menyenangkan, disini ada musholla beserta mukenahnya jadi kalau mau sambil wfc-an bisa tetap tenang karena nggak ribet cari tempat sholat."
Kopi Janji Jiwa,3.88,['Minuman'],Pantai Indah Kapuk,Food Plaza PIK,"Jl. Outer Ring Road, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/kopi-janji-jiwa-pantai-indah-kapuk,,Senin - Minggu (10:00 - 19:00),False,False,False,False,False,False,True,"Instagram = @digitamagabumon / @digitamafoodiesYang suka kulineran menikmati produk dari Jiwa Group, wajib banget nih buat makan di sini, karena di satu ruko ini kita bisa menemukan Kopi Janji Jiwa sekaligus dengan Jiwa Tea dan Jiwa Toastnya... ^^Yang pasti ga bakal bosen kalo makan / minum di sini bareng sama keluarga atau temen, soalnya minumannya super lengkap kayak Choco Lava, Korean Banana Milk, Soy Taro, and Brown Sugar Milk Oreo yang kita pesen ini dan harganya terjangkau, selain itu juga tempatnya cozy banget...","Jadi, lagi butuh banget asupan kafein biar mata bisa tetep ON walaupun udah beberapa hari ini kurang tidur. Pas cek-cek di ojek online yang terdekat ini. Yaudah deh order americano aja less sugar biar ga sugar attack. Sebenernya nothing wrong sih dengan minumannya tapi nothing special juga. Glek glek glek seger cenghar udah gitu aja. Berhasil bikin melek? Ya selama 2 jam bisa lah. Nextnya? Need more coffee.",Super refreshingggg yuzu ✨Totally recommend the iced honey yuzu on a hot summer day. Love the sourness and sweetness💕☺️
Bruen Coffee & Kitchen,4.25,['Kafe'],Jatinegara,,"Jl. D. I. Panjaitan No. 46, Jatinegara, Jakarta Timur",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/jakarta/bruen-coffee-dan-kitchen-jatinegara,,Senin - Minggu (10:00 - 22:00),True,True,True,False,True,True,True,"Lagi main ke daerah Jaktim, akhirnya ketemu cafe yang eye catching menurut aku di Jaktim, jarang2 kan di Jaktim ada cafe sebagus ini. Dari segi ambience sih oke banget loh, tempatnya luas ada ruangan indoor dan outdoor, sering dipakai buat acara ulang tahun juga karena tempatnya lumayan bagus sih. Disini aku nyobain:Creamy Roll Mayo (tuna)Isinya ada roti dicampur selada, tomat, dan potongan tuna yang lezat dan bergizi. Ditambah saus mayonya yang creamyIced Caramel MacchiatoOkesih, menurutku kopinya kurang berasa terlalu light tapi manisnya sih pas menurutkuPelayannya juga bagus, ramah & super gercep","Cozy cafe di jakarta timur, tempatnya strategis bgt di bypass. Kalau kesini siang panas juga ya...tapi pas menjelang sore enak bgt adem. Area outdoornya juga nyaman banget.- Special Bruen Coffee : Terlalu manis padahal udah request less sugar- Lemon tea : seger banget, asemnya pas- Fettuccine creamy truffle mushroom : jamurnya melimpah banget, saus nya enak banget 😭 bikin kenyang- Boneless chicken creamy pesto : ayamnya empuk, saus ayamnya juga enak, french fries nya banyak banget. Menu ini bener2 ngenyangin- Fruit pannacota : teksturnya aku suka, manis fla nya juga pas ga bikin enek, topping buahnya ada 3 macam (jadi ga bosen deh)Pelayannya juga bagus banget ramah & super gercep","Abis nyobain salah satu restoran yang menurutku ambience nya oke banget buat makan-makan sama temen ataupun keluarga.1. Fettuccine Creamy Truffle Mushroom (9/10)Ini juaranyaa!!👑 Dagingnya yang lembut dan ga alot, saucenya yang creamy dan rasanya rich banget bikin nagihhh!!!🤤2. Spaghetti Chicken Pesto (7,5/10)Ayamnya lembut, bumbunya guriihh, dan porsinya passs ngga kedikitan atau kebanyakan3. Boneless Chicken Creamy Pesto (8/10)Ayamnya juicy, enak banget perpaduan sama sauce pestonya, sayurannya juga fresh dan kentangnya oke!!"
Harlan + Holden Because Coffee,4.22,['Kafe'],SCBD,"Pacific Place Mall, Lantai 1","Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/jakarta/harlan-holden-because-coffee-scbd,,Senin - Minggu (09:00 - 22:00),True,False,False,False,False,False,True,"Cobain store ke 2 nya H+H di PP, kali ini seating area nya tersedia sangat banyak dan prepare coffee bar nya juga banyak jd jauh lebih cepat. Kami coba signature menu lainnya, : 🪻 Sea Salt Latte Aku pilih light coffee, less sweet. Rasanya ga se-creamy dan ga semanis si BTS Latte, tapi justru aku lbh suka ini. Rasa asam arabica nya masih berasa, manis dan salty juga pas. 58K exclude tax, try another store? Why not😂","Ini kedua kalinya kita ke Because Coffee, sebelumnya yang di Senayan City menurut kita disini:1. Walaupun ramai suasananya sangat comfy, seating areanya sangatlah luas, pelayananya juga sangat cepat & juga style baristanya sangat clean.2. Walaupun ramai kebersihan ditempat ini aman kok. Pencahayaan dan Ambience Ruangnya juga sangat bersih.3. Disini kita berkesempatan untuk mencoba Sea Salt Latte, milknya dairy & beans preferencenya medium. It taste super good, rasa dan arobanya arabica abis sih, ini dilidah juga very creamy dan pas kita iseng buka cupnya dia juga foamy.4. Untuk harga sebenernya this is reasonable sih, dengan rasa, pelayanan & tempat 63k berasa puas aja sih.Kesimpulan. Repurchase? Yes, but in another store. Udah 2 store dengan 2 menu berbeda semuanya Very Very Recomended.","Sabtu yang cerah, niat ke PP emang cuma buat ngopi kesini sama temenku. Suka bgt sih sama outlet disini dengan stafnya tuh yg bantu gitu loh. Pas kesini antriannya lumayan.Aku pesen 2 iced butterscotch latte, melejit!! Nikmat bgt kalo dingin. Maoooo lagiiiiii!!!Btw harganya itu 53.0000 cuma kalo pilih iced kyk tambahan 5rb gitu. Jd ini total harganya 58.000 x 2."
Kopi Janji Jiwa,4.06,['Kafe'],Setiabudi,,"Jl. Setiabudi III No. 11A, Setiabudi, Jakarta Selatan",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/kopi-janji-jiwa-setiabudi,,Senin - Minggu (07:00 - 21:00),True,False,False,False,False,False,True,"Tau ada promo di Janji Jiwa, langsung aja ga pake lama buat beli minuman di Janji Jiwa biar siang-siang gini jadi makin seger. Promo yang ada di Janji Jiwa ini, minuman yang berkolaborasi bareng Oreo. Biskuit yang udah mendunia dan udah pasti banyak yang suka.Disini gue beli Berry Caramel with Oreo. Yang satu ini minuman nya pake susu, syrup rasa mixed berries, dikasih karamel, dan oreo crumbs. Rasanya tuh seger-seger ada asemnya gitu, tapi susu banget.Ada lagi Java Caramel with Oreo, kalo yang ini ada tambahan espressonya, dan pastinya susu, karamel dan oreo crumbs. Wah.. yang ini tuh lumayan enak juga, ada rasa espressonya tapi ada oreo crumbs nya juga. Jadi rasa tersendiri yang pastinya unik, tapi mantab.©prido","Was here to buy the 1l kopi susu, one of my favorite and the best from Janji Jiwa. I rather buy the 1l bottle now compared over the small cup. It is great for sharing and can be stored up to 3 days for comsumption. Love the coffee smell and taste. Definitely the best kopi susu. For more highlights and pictures:IG 📸 @eatfoodtravel Do not hesitate to DM me ❤️Thank you","Brown sugar Grass jelly, minuman Favorit dengan Rasa brown sugar yang maniss nya pas gurih enak, topping nya ituu aku pilih yang Cincau atau grass jelly, selain Cincau Ada jelly coffee. Manisbnya pas Dan my mood booster of the day, ini bisa jadi pilihan yang pas kalau kamu ga suka minum kopi, karena based nya dari fresh milk byanh di campur gula aren. Enak banget, Seger....Instagram @mich.love.eat"
Kafe Betawi First,3.93,['Indonesia'],Thamrin,"Grand Indonesia Mall, Lantai Lower Ground, West Mall","Jl. MH Thamrin, Thamrin, Jakarta Pusat",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/jakarta/kafe-betawi-first-thamrin,,Senin - Minggu (10:00 - 22:00),True,False,False,False,False,True,True,"Mampir sama nyokap di Kafe Betawi, dan cari tempat duduk paling gampang lah, karena nyokap kan pake kursi roda. Walau dia bisa jalan,  tapi agak ribet buat dorong kursi roda ke dalam restoran. Jadi, kami memilih duduk di area paling depan. Untung saja duduk di sana, karena tidak berapa lama kemudian, restorannya langsung ramai sama pengunjung. Kami pesan:Gado-gado (IDR 49K)Bumbunya ringan, gak pedas, dan isiannya ya okelah, sayur, tahu goreng, telur. Pesanannya tanpa nasi atau ketupat ya.Soto Betawi (IDR 75K)  Sempat ditanya, mau campur atau daging saja. Saya pilih daging aja, eh nyokap jadi ngedumel karena dia maunya ya campur. Kuahnya enak walau terkesan light.Nasi putih (IDR 9K)Awalnya saya minta nasi sedikit saja, tapi tidak keberatan dikenakan biaya penuh. Lalu diinformasikan kalau bisa pesan nasi putih setengah porsi. Es teler (IDR 37K)Latte (IDR 42K ukuran regular – suka sama creamy-nya)Harga-harga belum termasuk service dan charge ya, pembayaran di sini bisa cashless. Pelayanannya juga ramah. Kalau mau nongkrong agak lama mending di luar jam makan saja. Pilihan untuk kopi dan local snack tersedia.","Soto Betawi di sini gak pernah gagal! Kuahnya memiliki rasa yang kaya dan kompleks, dengan campuran rempah-rempah yang khas. Gurih, umami, semua jadi satu. Dagingnya juga lembut dan enak banget disantap dengan nasi hangat.Satenya juga gak kalah enak. Tasty dan dagingnya lembut, bumbunya meresap. Mampu menyeimbangkan rasa kuah Soto yang gurih.","Jadi outlet yg diaini letaknya sekarang dipojok deket foodhall.Tempatnya lebih luas n ada wifi yg oke bisa buat browsing ga lemot.Untuk makanannya saya order :- Gado-gado (42k++). Ini ga termasuk nasi atau lontong. Jadi aaya order lga tambahn lontong (13k++). => porsi oke. Numbu kacangnay rwrmasuk banyak dikasihnya karena sudah selesai makan juga masih tersisa lumayan dipiring. Untuk rasanya pun oke. Gurih dan juga ga kemanisan. Cuma mang ga request pedesnya jadi ini ga pedes.- Asinan Betawi (39k++) => kalau ini menurut saya lebih enak dari gado2 bumbunya. Lebih medok udah gitu ga encer. Lumayan kental. Cuma isian sayurnya kurang banyak walaupun potongan tahunya memang banyak. N kerupuk kuningnya itu juga banyak, nutupin sepiring full asinannya."
Tous Les Jours Cafe,3.79,['Kafe'],Slipi,"Central Park, Lantai 1","Jl. Letjen S. Parman, Slipi, Jakarta Barat",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/tous-les-jours-cafe-slipi,,Senin - Minggu (10:00 - 22:00),True,False,False,False,False,True,True,Ngemil rotinya tapi kali ini salah pilih deh. Ini keju tapi gitu doank. Dalamnya kosong aja. Not bad tapi juga ya biasa aja se rasanya. Ini satu pcs 20k. Kejunya nempel dibagian luar masih oke lah.,"Lama vakum ke Tous Les Jours, JourneyByW ke cabangnya di Central Park kali ini, yang ada di deretan Dragon Hotpot - Rempah Bistro.JourneyByW jajal roti sosis, enak, kroisan mereka juga legit, isinya cokelat.","Cari-cari tempat buat kerja di CP mayan bingung, karena coffee shop duyung ijo selalu penuh. Cek pergikuliner ternyata ada TLJ cafe. Tempatnya cukup luas, tempat duduknya gak banyak, tapi nyaman karena tiap meja ada colokan. Selain itu dibanding cafe lain, disini gak terlalu ramai.Ku pesan:Hot Royal Milk Tea Latte (33k, disc jadi 26.730)Karena minum di tempat, disajikan di mug yang cukup besar. Sayangnya untukku terlalu manis, apalagi saat udah dingin, makin kerasa manisnya. Sepertinya akan lebih pas buat diminum versi iced nya. Choux n Choux (35k, disc jadi 28.350)Selalu tergoda sama choux😍 jadi dia ini set, kaya di foto (di foto cuma sisa 1 yang di bawa pulang, satunya udh dimakan di sana😅).Isinya 2, yg 1 full coklat dari mulai filling, choux, sampai toppingnya (cornflakes dicelupin ke coklat). Walaupun serba coklat, tapi gak bikin enek karena rasanya gak terlalu manis.The other one itu fillingnya cream earl grey. Agak sedih sih karena beli ini gegara tertarik ama yg earl grey ini, tapi rasa earl greynya overpowered sama manisnya cream, jadinya tipiiiiiiiiis banget nyaris gak ada rasa earl greynya🥲What i like is sizenya gede, nyaris sama ama chouxnya Chateraisè, jadi puas dan kenyang makannya.Buat yang cari tempat buat kerja atau nugas di CP, bisa banget ke sini karena tempat gak terlalu rame. Minumannya enak dan lebih affordable dibanding tempat lain. Kalau lapar pun tinggal jajan roti yang pilihannya banyak banget dan affordable juga."
Halo Kafei,4.4,['Kafe'],Kelapa Gading,Ruko Mall of Indonesia,"Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/halo-kafei-kelapa-gading,,Senin - Minggu (08:00 - 22:00),True,False,False,False,False,True,True,"[Custom Latte Artnya Gak Sejernih Dulu ☕]Halo Kafei -- Sebuah kafe di Mall Of Indonesia yang di sini menjual kopi yang latte artnya bisa dicustom. Dicustomnya lewat foto yang diprint tapi, tetap aman diminum. Ini merupakan kunjungan kedua gue ke sini.Gue cobain varian Latte buat dicustom latte art sama dessert terbatu mereka, yaitu: macaron. Dan sama seperti dulu, mereka juga kasih free cookies 2 biji kalau kalian pesan custom latte art.Rasanya gimana?1). Macaron: Agak kemanisan. Kudu dituang ke kopi dulu biar manisnya pas. Tenang aja, macaronnya larut sama air.2). Latte: Dominan pahit tapi, masih light. Hanya saja, latte artnya agak burem ya. Gak sejernih pas pertama kali aku ke sini..3). Cookies: Enak, teksturnya lembut banget.Tempatnya colourfull dan imut banget.Pelayanan ramah dan friendly.","Tempatnya tidak terlalu besar tapi interiornya cute dan nyaman juga untuk ngopi2. Di sini kita bisa print latte art dengan pilihan foto sendiri. Saya order Latte dengan Hazelnut flavour - Kopinya 100% Arabica, coffeenya cukup creamy dan taste kopinya cukup bold. Taste hazelnutnya terasa nutty, manisnya juga pas. Disajikan dengan sekeping cookies yang renyah dan enak juga. Proses pembuatan custom latte artnya bisa dilihat langsung dan nga pake lama, ga pake mahal juga😁 Fyi, latte art ini hanya untuk minuman panas saja dan bisa minta rekomendasi dari mbak Baristanya juga.Cobain donut keju penyajiannya cute, girly banget. Donutnya tebal dan empuk, enak juga. Cocok untuk dinikmati dengan kopi atau teh hangat. Di sini ada ice cream juga, tapi hari ini hanya available yang vanila saja, teksturnya lembut tapi ga terlalu milky dan ga manis juga. Conenya crunchy tapi rasanya agak plain sih. Secara keseluruhan rasa ice creamnya belum ada yang special juga. Tempatnya nyaman harga Servicenya baik, mbak baristanya ramah dan informatif. Kapan2 mau balik lagi, mau cobain menu minuman lainnya.","[Cafe Unik yang Bisa Custom Gambar Latte Art 🌻☕]Halo Kafei -- Kafe unik yang baru-baru ini buka di Mall Of Indonesia. Yang bikin unik dari kafe ini adalah kalian bisa custom/request gambar di latte art yang nanti diprint langsung di atas kopi kalian.Kayak aku yang request latte art pakai gambar ship kesayangan, Kawaki x Himawari dari Boruto 😍🌻.Eitsss... tenang aja, ini tetap aman buat diminum ya, harganya juga murah, kok cuma 22k doang. Selain kopi, aku juga mencoba makanan lain kayak Butter Croissant (22k) dan aku juga dikasih cookies sama free ice cream setelah follow IG mereka.Murah banget ya.Rasanya gimana?1). Latte: Kopinya sendiri strong di mulut dan rasanya dominan ke pahit.2). Butter Croissant: Dia b aja, rasanya dominan ke butter dengan sedikit gula.3). Ice Cream: Es krimnya enak, dia dominan manis susu dan pas manisnya.Overall, aku suka.Ambience tempatnya juga cantik dengan nuansa colourfull apalagi, mereka juga satu tempat sama toko skincare + klinik kecantikan. Auto glowing gak, sih habis ngopi di sini? Wkwkwk.Pelayanan juga ramah dan friendly."
Pison,3.88,['Kafe'],Senopati,,"Jl. Kertanegara No. 70, Senopati, Kebayoran Baru, Jakarta Selatan",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/jakarta/pison-senopati,,Senin - Minggu (08:00 - 22:00),True,True,True,False,False,True,True,"Ketidaksengajaan akhirnya mempertemukan aku dengan Pison. WFC di cafe ini bisa terbilang cukup nyaman walau cafenya agak minimalis. Pesanan ku:1. Flavorsome Squid Ink Fried Rice (10/10) Makanan dari surga kayanya ini. Alias enak banget! Nasinya pera cocok banget buat jadi nasi goreng, rasanya umami banget, dipadukan dengan taburan bawang putih goreng bikin rasanya makin rich lagi dengan gurihnya bawang. Cuminya juga crispy dan potongannya banyak, cukup menemani sampai nasinya habis. Rasa cuminya? Enak dan gak amis, tidak karet juga. Perfect banget ini. 2. Matcha Espresso (10/10) Definitely bakal beli ini lagi deh. Matchanya nendang dan bold banget. Jadi, manisnya minuman ini cuma dari eskrim matchanya aja. Iya minuman ini kopi + matcha + eskrim matcha. Jangan takut kopinya jadi gak berasa, karena nyatanya tetap berasa. Walau esnya mencair pun, gak mengurangi rasa minuman ini sama sekali tetap enak! Manis pahit matcha disatuin sama pahitnya espresso, aduh ngebayangin ini jadi ngiler lagi, menurut ku buat yang gak terlalu suka kopi juga bakal suka ini sih.",Good place for brealfasr ans coffee!Crew nya ramah banget bisa langsung nanya mau difoto kak? #thankyou,"Mampir kesini buat brunch sabtu, tempatnya gak terlalu besar, lagi rame tpi untung masih dapet tempat. Parkir mobil valet ya. Aku pesen smash avo with GF bread, salmon nasi goreng, ice latte with bonsoy dan ice lychee tea. Untuk rasa makanannya enak sih, porsinya gede bgt. Kopinya bold dan strong bgtt, hati2 buat yg punya asam lambung ya. Lumayan kick out coffee nya. Total abis 360 rb an. Selamat mencoba!"
Sinamon,4.23,['Kafe'],Senopati,,"Jl. Cikajang No. 48, Senopati, Kebayoran Baru, Jakarta Selatan",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/jakarta/sinamon-senopati,,Senin - Minggu (07:30 - 22:00),True,True,True,False,False,True,True,"Abis lunch di mifune, lewatin sinamon sempetin mampir bentar deh, penasaran banget buat nyobain cinnamon roll yang kata orang2 enaak.. gw beli buat take away 1 box yang isi 2pc beli yang OG sama Cheezin. Gapake lama nunggu sampe rumah dimobil udh lgsg gw eksekusi karena aromanya menggoda banget. Dan beneran enaak bangett wooyy, rotinya super lembut rasa cinnamonnya juga balance gak yg medok banget, maniss tapi manisnya pass aja gitu gak yang bikin giung dimulut. BESTT cinnamon roll so far.","📌4 Pcs Cinnamon Roll💵156.000 [on Gofood]📝Jangan kaget ya sama harganya, pas kok sama sizenya karena guedeeee banget😳 ada rasa OG dan Cream Cheezin. Sumpah ya mnrtku rasanya serasa di surga🤣🤣 OG nya tuh perfectly glazed gitu, buatku sih ga terlalu manis krn aku suka yang manis-manissKalo cream cheezin, rasanya gurih + manis + asin sendikit karena pake cream cheese di atasnyaa! tapi ga enekin sama sekali smph bingung gak lo????Sebagai pecinta cinnamon roll ini approved by mamsamasafa🥹🥰 packagingnyaa jugaa gemes, simple tapi memorable (?) jadi ada karakteristik dari Sinamon‼️","• OG Cinnamon Roll (IDR35K)• Cream Cheezin Cinnamon Roll (IDR35K)Teksturnya lembut, chewy, gooey, dan padet. Cream cheese-nya manis gurih tapi nggak mendominasi karena rasa cinnamon-nya masih jadi yang paling kuat dan kerasa banget! Luv banget pokoknya suka bangeeet, cuma emang cream-nya agak sedikit aja.🫶🏻"
Kopilojik,3.91,['Kafe'],Tebet,,"Jl. Tebet Timur Dalam Raya No. 24, Tebet, Jakarta Selatan",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/jakarta/kopilojik-tebet,,Senin - Minggu (09:00 - 22:00),True,True,True,False,True,True,True,"Restoran sangat nyaman untuk bekerja, ada ruang non smoking, smoking indoor dan outdoor bisa di pilih saja sesuai keinginan pelanggan. Pelayanan ramah dan waktu tunggu lumayan cepat.","IG & TikTok: @suka.kulineranSekian kali ngelewatin ini tp gak pernah sepi semenitpun.. trus lg mau meetup sama temen2, ydh mampir kesini.. tempatnya sih luas bgt, ada ruangan utk shisha di bawah, ada outdoor cantik di belakang, depan teras jg ada.. bisa jg di atas utk smooking dan kumpul rame2.. sumpah, disini ramuueeekkk buaanggeett sama anak2 muda gaul tebet hehehe.. bagi tipe org2 spt mereka disini emg cocok dan asyik bgt buat nongkrong, tp utk aku, ini terlalu bising.. jg ngobrolpun harus kenceng2 suaranya.. Pelayanannya disini cukup baik.. karna kesini cuma sekedar meet up aja, jd aku cuma pesen minuman, Es Kopi Lojik, ini adlh es kopi susu gula aren, utk aku ini cocok bgt, kopinya berasa tp gak yg strong, manisnya jg pas bgt. Lalu pesan yg Signature nya mereka punya, dia cuma ada yg hot, blm di kasih gula apapun jd strong kopi bgt, kalau di tambahi 1 sachet gula, ini sih ok.. harganya sekitar 15k, yg es kopi aku lupa sih.. disini harganya masih cukup bersahabat dan standar anak muda kok..Sekali lagi, aku review berdasarkan lidah dan pengalaman kuliner ku, kalau berbeda dgn yg kalian harapkan dan buat kecewa, so sorry. Karna lidah dan pengalaman tiap org berbeda2 dan aku hanya sharing dgn honest review sesuai apa yg ku alami dan dapatkan. Thank you!","Tenpatnya cozy buat nongkrong anak tebet, kopi dan minuman lainnya jg oke"
