review_11,review_12,review_13
"Tertarik dengan kafe ini karena menjual berbagai hidangan khas Belanda a. Menempati sebuah gedung di pinggir jalan di kawasan Pasar Baru yang estetik. Kafe ini cukup ramai dengan para pekerja di pagi hari. Uniknya, area toilet dihiasi dengan kaset video dan mesin ketik jadul. Pesanlah es krim soft serve (25k), poffertjes (40k), dan Americano (30k). Semua menu tidak butuh waktu lama untuk disajikan. Soft serve-nya lembut dengan rasa vanilla dan ukurannya cukup besar. Poffertjesnya otentik dan lezat disantap dengan lelehan mentega dan gula bubuk. Kopinya kuat, cukup untuk melawan rasa kantuk di mata.","Makanan di Ams&Dam cukup oke, tapi menunya perlu ditambah lagi. Namun, saya kurang puas dengan pelayanannya. Tanggal 25 Juni 2024 pukul 15.34 WIB, saat hujan deras, adik saya ingin keluar dari mobil dan pergi ke restoran. Saya tanya ke barista dan pelayannya apakah boleh pinjam payung, katanya tidak ada. Akhirnya, saya terpaksa keluar di tengah hujan untuk mengambil payung di mobil dan membantu adik saya. Setelah basah kuyup, pelayannya bilang di tempat pelayannya ada payung. Semoga ke depannya pelayan restoran lebih peka dan tahu jika restorannya menyediakan payung untuk klien, jangan asal tidak tahu.","Ini kedua kalinya saya kesini, pelayanannya tetap ramah, makanannya juga konsisten enak, bahkan saya dapat es krim gratis sambil nunggu pesanan datang 😻 bikin ngiler dan pengen balik lagi makan dan minum di sini 😃 Makanan dan minuman di sini gak usah diragukan lagi dari segi rasa, saya curiga ownernya alumni master chef hehehe"
"Gallete jamur truffle dan keju 155k Enak banget sih.. tapi jangan dimakan sendiri. Lebih baik dibagi-bagi karena kejunya banyak jadi tidakbikin mual. Burger Kji 135 enak banget.. kentang gorengnya juga enak.. pasti bikin kenyang ahaha tapi tidakwow. Itu aja. Menurut saya, apa ada yang kurang dari saus burgernya?","Baru selesai makan malam, tiba-tiba ada yang ngajak makan lagi. 🤦‍♀️ Sebenernya minat sama kuenya, sayangnya udah kekenyangan & temenku takut gula. 😂 Jadi aku pesen cappuccino aja. Rasanya cukup bold & creamy, menurutku. Temenku pesen Kyoto Caesar Salad, menurut kami berdua kurang enak, apalagi chicken katsunya. Tempatnya cukup nyaman, tidaksepi, viewnya kayak mini golf. Pelayanannya juga oke.","Nongkrong di daerah PIK, tertarik dengan devon cafe ini karena makanannya enak, cocok untuk brunch atau sekedar ngopi dan dessert. Kami coba crepes yang bentuknya mirip tiramisu, jadi lapisan luar kulit crepenya lembut tidak garing, di dalamnya ada cat tongue yang tebal sudah lembut dan dingin disiram susu hingga kahlua yang seperti dark cocoa atau kopi. Terus aku pesan cappucino panas. Enak, strong, bitter. Strawberry shortcakenya juga enak banget, lembut, creamy, tidak terlalu manis, banyak stroberinya dan tidak asam."
"Tak disangka, tempatnya juga besar! Ada area indoor dan outdoor yang bisa dipilih. Yang aku highlight adalah ada 2 pintu masuk, menggunakan tangga dan ramp jadi bisa untuk pengguna kursi roda 🤗 Menunya variatif dan harganya pun relatif murah (under 30k)! Aku coba pesan yang unik, Popcorn Cheese tea. Ini teh dengan cheese tea plus topping popcorn karamel. tidakbingung deh gimana cara makannya, akhirnya aku ngemil popcornnya dulu baru minum cheese tea 😂 Popcornnya enak dan rasa karamelnya pas, tidakbikin pusing. Cheese teanya soso, tapi cenderung tidakberasa kejunya, dicampur ke tehnya, oke, tidakbikin terlalu manis.","Tempatnya luas banget. Pelayanannya juga lumayan. Ada area outdoor dan indoor. Outdoor juga. Soket buat outdoor juga banyak! Cocok buat yang kerja di kafe. Tape gorengnya enak! Bola-bola kecil yang garing, hehee, tapi isinya sedikit banget :( Untuk nasi goreng ala Alikopi, biasa aja sih. Kayaknya nasi ini penuh kunyit, eheheh, tapi tidakada cabainya, hehehe","Akhirnya bisa nyobain menu di Ali Kopi haha Udah lama gak mampir tapi baru sekarang mampir. Aku pesan ovaltine keju (25k+) Rasa ovaltine nya gak terlalu manis tapi keju nya kurang gurih menurutku Cireng (15k+) Isinya 5 potong disajikan dengan kuah yang rasanya manis gurih dengan sedikit rasa pedas. Rasa cireng nya enak dan crunchy nya juga mantap Tempat nya nyaman dan enak. Jarak antar pelanggan terjaga dan protokol kesehatan juga dijalankan. keseluruhan pengalamanku disini oke, bisa balik lagi nanti 👍🏻📍ali kopi The Bale Jakarta #rianiyumzone #rianidaisuki #alikopi #kulinerjakartabarat #kafejakartabarat"
"Instagram = @digitamagabumon / @digitamafoodiesKafe ini terletak di dalam Hotel Feodora yang letaknya sangat strategis, dekat dengan Terminal Grogol... Restorannya sendiri luas dan otomatis sangat aman untuk nongkrong bersama keluarga maupun teman-teman... Menurut kami, di sini banyak spot yang bisa dijadikan tempat untuk berfoto-foto, jadi pasti seru banget deh... Menurut kami, menunya lengkap banget, dari menu Asia sampai Western... Yang lebih mantap lagi, walaupun di dalam hotel, harganya terjangkau plus porsinya juga cukup banyak... Semua hidangan di sini rasanya lezat, cocok di lidah... ^^","Societyaa Resto terletak di Hotel Feodora, tempatnya aman walaupun tidak terlalu besar. Harga makanan di restoran ini juga terjangkau. Menu yang saya pesan: - fish & chips 42k: dapat 2 potong ikan, tepungnya tidak terlalu garing di luar, porsinya cukup mengenyangkan, disajikan dengan kentang goreng dan salad - fried chicken steak 48k: di menu tertulis disajikan dengan kentang goreng tapi waktu datang yang ada hanya chicken & chicken, ayamnya diberi saus jadi ada rasa manis","Waktu event ke 17 kemarin, kita mau kumpul sama temen-temen, jadinya kita kesini aja karena lokasinya paling enak di tengah-tengah. Kita juga udah lama pengin nyobain. Tempatnya tenang, bersih, cukup nyaman dan pelayanannya juga baik banget. Kita cobain: 1. Butter Soy ChickenAyam goreng crispy dengan kecap manis dan bawang bombay karamel. Rasanya biasa aja tapi lumayan juga, butternya harum banget. Ayamnya juga empuk. 2. Chicken Cordon BlueDaging ayam di dalamnya diisi dengan smoked beef dan keju mozzarella. Rasanya enak dan saya cukup suka dengan crispy chickennya. Disajikan juga dengan kentang goreng. 3. Peanut PankueAwalnya kaget sih, saya kira model pancake biasa yang bentuknya bulat dan diberi selai kacang. Ternyata beda banget dan baru pertama kali makan model ini. Saya kurang suka sih, kurang empuk dan kurang cocok untuk dijadikan es krim. Tempat: 7/10 Harga: 7.5/10 Rasa: 7/10 Pelayanan: 8.5/10 Secara keseluruhan cukup oke dari segi tempat dan pelayanan meskipun rasa makanannya biasa saja. Tapi masih sangat sepadan dengan harganya. Boleh dicoba, tempatnya asyik untuk nongkrong. Ternyata Hotel Feodora cukup ramai di akhir pekan, sampai ke pintu gerbang untuk check in."
"Pertama kali pesan~saya pesan 1 makanan dan 1 minuman, karena memang niatnya mau cari tempat makan siang, bukan nongkrong. Saya bilang minta kerupuknya dipisah, padahal saya dikasih tahu kalau ada biaya tambahannya boleh-boleh saja. Tapi pas datang, semuanya digabung. Terus pas saya bilang harus dipisah, pelayannya malah bingung dan langsung bilang tidakke Lin 🥲🥲","Instagram = @digitamafoodies / @digitamagabumon Buat kalian yang masih bingung mau nongkrong dimana malam ini, langsung aja ke @yaaoloe.bistro and coffeebar... Salah satu restorannya ada di Greenville... Di sini ada berbagai macam makanan super enak mulai dari yang ringan sampai berat... So, dijamin ketagihan deh... ^^Restorannya sendiri cukup luas karena terdiri dari dua lantai dan menurut kami suasananya nyaman banget buat kumpul bareng temen-temen... ^^Yang paling seru nih, di sini buka sampai jam 12 siang, yang pasti bikin nongkrong bareng temen-temen makin mantap... 🤩Pelayanannya juga oke banget buat kita, waiternya bisa jelasin secara detail dari satu menu ke menu yang lain, kita tinggal tanya aja... Jadi tunggu apa lagi? Langsung aja ke @yaaoloe.bistrodan coffeebar... ^^","Banyak banget tempat nongkrong yang enak di Jakarta Barat, salah satunya @yoloe.bistrodan coffeebar 🤞 Menu yang aku pesan: Lucha Libre Nachoz, 40k - Perpaduan tortilla, bolognaise, jagung, edamame & saus keju. Aku tidakterlalu suka tortillanya, tapi sausnya enak banget!! (7.5/10) Skippy Butter, 40k - suka banget, kacangnya ada. walaupun ini bukan minuman terlarisnya, tapi tetep enak banget!!! (9/10) Wake up call, 38k - Kopi gula aren, kayaknya enak deh, soalnya temenku yang pesan ini hihihi suasananya: ada 2 lantai, lantai 1 full AC dan lantai 2 ada di dalam dan luar juga. Tempatnya enak buat ngobrol bareng temen hihihi, buat meeting juga oke banget 🤩 alamat: Jl. Matidak Raya No.18, RT.4/RW.3, P1B, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510 Harga: Rp. 50.000 - Rp. 100.000/orang"
"kesini pas jam makan siang, tapi tempatnya masih nyaman banget dan rame, tapi karena tempat duduknya banyak, jadi nyari tempat duduknya juga gak susah. Gue beli carbonara, porsinya lumayan banyak, carbonara nya creamy, dan enak banget, kejunya berasa, dan toppingnya juga gak pelit sama sekali. Gue pesen ice chocolate buat minum, enak banget juga, pas banget, cuma rasanya minumannya gak bakalan kekecilan, hehe, tapi keseluruhan mantap, tempatnya juga nyaman, cuma pelayanannya gak lama.","Bahasa Indonesia: Setelah ke restoran sebelah, aku jadi kepingin ngopi dan direkomendasikan oleh restoran sebelah untuk cobain @firstcrck Jl Bumi. @firstcrck juga punya banyak cabang. Nah, aku direkomendasikan untuk pesan Raspberryaa Layaaered Coffee Mocha 💋💋💋 OMG! Kopi manis terfavoritku. Rasa raspberryaa-nya beneran kayak Natal 🫶🏻🫶🏻🫶🏻Pasti balik lagi buat ngopi di @firstcrck ❤️❤️❤️suasananya bikin betah. Dan selalu rame. Untung dapat tempat duduk. Pelayanannya juga ramah.. #firstcrackcoffee #firstcrackjaksel #firstcrackjalanbumijakartasel #firstcracksunter #coffeeloverjakarta #coffeeloversjakarta #coffeeplacejakartaselatan #coffeeplacejakartaselatan #coffeeplacejakartaselatan","Pertama kali mampir ke sini, akhirnya kesampaian juga. Ya ampun suka banget sama tempatnya. Luas banget, dua lantai, unik, super nyaman, cocok banget buat kerja di kafe atau ngerjain tugas. Di sini ada coffee grinder yang bisa dilihat, interiornya juga bagus banget. Kapan-kapan pasti nongkrong di sini. Ice latte-nya enak banget, rasanya cenderung encer karena pakai soya, tapi kopinya masih terasa, dan masih aman buat lambung. Enak banget! tidakmanis. Total biaya sekitar 55 ribu. Semoga berhasil!"
"Kebanjiran waktu nongkrong di daerah sini, langsung coba cari cafe terdekat di Gmaps, ketemu deh Ghrana. Kalau tidakbanjir, kayaknya tidakbakalan sejauh ini ke sana lol. Beruntung pas datang, petugasnya ramah, mau menyambut saya dan teman yang udah basah kuyup karena mengarungi banjir. Jujur aja bingung mau pesan apa soalnya baru aja selesai makan. Akhirnya saya pesan Thai tea aja karena tidakmau ngapain, temen saya beli coffee latte kayaknya. Untuk Thai tea, sebenarnya kurang cocok buat saya. Tapi coffee latte-nya cantik, kata temen saya pas banget. Saya tidaklama di sini karena nunggu hujan reda dan air di depan surut, sampai akhirnya Magrib pun tiba. Meski cafe ini dekat banget sama masjid, tapi di lantai 2 ada mushola. Pas mau dipakai, lantai 2-nya gelap banget, mungkin karena cafenya sepi jadi tidakkepake. Ada juga ruang privat di lantai 2. Saya minta pegawainya untuk menyalakan lampu di lantai 2 karena saya mau salat, dan dia langsung menyalakannya. Sejujurnya, kafenya tenang, cocok untuk WFC, dan ada juga stop kontak di dekat setiap meja.","Nah kalau lagi ngantuk tinggal naik commuter line aja, ini foto stok jaman masih suka mampir buat pipis, jajan, dan ngopi. Ini foto stok lama, gak usah tanya kapan diambil hahaha.. waktu itu Suhu Ngopi cerita kalau manual brew di sini enak, aku langsung kesana.... Serius masyallah, enak banget. 🥰🤩Tempatnya tidakpersis di Dharmawangsa, jalan utama, aku tidakmasuk pas di perempatan, kaget hahah (ngapain kaget? Udah gitu aja lol). 😅🤭Dari Dharmawangsa, belok kanan di jalan, tidakjauh dari perempatan, parkirannya aman, nanti bapak-bapak arahin buat parkir di situ. Waktu mampir, tempatnya tidakterlalu ramai, jadi enak banget buat ngelamun.. buat ngobrol dan kerja juga oke. 👌🏼Tempatnya luas, tempat duduknya juga lega, maksudnya jarak antar mejanya tidakterlalu deket, karena cukup, dengan warna earth tone nya yang hangat, di beberapa sudut ada aksesoris berupa bunga kering jadi makin manis. Tempatnya juga tidakterlalu berisik, aman buat kerja. 🫰🏼Manual Brew nya enak banget, seger banget kalo ikutan anjuran yang suka kopi, haha, aku pesen snack sweet potato fries, enak banget, aduh, lucu banget sih sweet potato dibikin kayak gini. Btw, mereka juga punya menu pastry yang seen as display, dan beberapa lite bites. Tambahan: toiletnya bersih dan nyaman, staf dan baristanya juga ramah + membantu","Kemarin aku ke sebuah cafe di daerah Darmawangsa yang tidak jauh dari tempat kosku. Karena aku baru pindah ke daerah ini, aku cari-cari aja di pergikuliner dan akhirnya ketemu Ghrana Kopi (?) Ghrana cafe (?) yang ratingnya 4.35. Aku ke sini pas jam 10an, kayaknya baru buka nih, jadi masih sepi dan makanan yang siap santap cuma kue-kue kering. Suasana tempatnya enak, tenang dan nyaman, ada area di dalam dan luar kamar, ada wifi juga, cocok buat yang mau kerja di cafe atau ngerjain tugas, walaupun akhirnya cuma scrolling di ig aja 🙃 Pas ke sini suasananya belum terlalu ramai, cuma ada beberapa pelanggan yang ngopi sebentar terus langsung pergi. Kayaknya saya yang paling lama nunggu, sampe 3 kali dihampiri baristanya, ini antara sok ramah atau sok mengusir 😂 Cobain ghrana milk coffee (19k) + oatmilk (5k) yang menurut saya enak dan kopinya pas, tidakterlalu strong, tidakterlalu manis, dan cukup creamy (mungkin karena oatmilknya). Untuk pastriesnya saya coba Pain au Chocolate (15k) dan Butter Croissant (10k). Butter Croissantnya biasa aja, saya suka Pain au Chocolate, enak, isian coklatnya juga banyak, tidakcuma berongga. keseluruhan rasa dan suasananya oke, saya pilih yang berat-berat aja sih, tidakterlalu banyak, tapi nanti saya bakal kesini lagi karena harganya ramah di kantong lol"
"Tempat yang bagus dan mudah ditemukan di lantai 1, tepat di samping tangga dari lantai dasar saat Anda naik ke atas. Luas dengan tempat duduk yang cukup meskipun sumber daya terbatas. Puas dengan berbagai pilihan makanan: kue, pastri, bahkan makanan berat. Saya memesan kue keju basque dan senang dengan porsi dan harganya. Cappuccino lumayan, seperti secangkir kopi anomali yang biasa Anda nikmati.","Ig: @kitagembulSelama kerja di Setiabudi, baru pertama kali nyobain Anomali Coffee. Untuk menunya sih cuma pesan minuman aja, yaitu Coffee with Palm Sugar Milk dan Green Tea Latte yang minta dibikin Frappe. Oh iya.. Dua-duanya ukuran regular.. - Coffee with Palm Sugar Milk: kopinya enak, ada rasa tapi tidakpahit. Susunya juga pas.. untuk ukuran gula aren segini, kopinya tidakmanis sama sekali.. - Green Tea Latte: teh hijaunya juga wangi dan tidakterlalu manis.. tapi karena kita minta dibikin frappe, minumannya tidakmenggumpal karena es batunya kurang halus. Tapi keseluruhan oke lah.. Untuk first impresi aku disini Kibul cukup oke.. selain minumannya cukup enak, tempatnya juga cukup bagus karena kalau kita mau nongkrong disini bareng teman atau sambil ngerjain tugas.. belum lagi orang-orang yang melayaninya juga ramah-ramah.. Kibul diinfokan kalau kalian download aplikasinya, kalian bisa beli 1 gratis 1 minuman APAPUN yang ada disini.","Tempat nongkrong favorit kalo ke Setiabudi One, kopinya enak dan tempatnya juga aman. Ada area indoor dan outdoor, tiap weekend kesini pasti rame banget"
"Merupakan rumah makan Tamani yang cocok sebagai tempat untuk acara-acara seperti ulang tahun, dll. Yaps!! Kali ini saya mencoba makan di rumah makan pusat Tamani yang biasanya banyak terdapat di mall-mall terkenal di Jakarta dan sekitarnya. Untuk menunya disini saya memesan steak combo yang terdiri dari tenderloin steak dan chicken Maryldan dan untuk minuman saya memesan Thai tea. Tempat: Tamani Cafe Alamat: Jalan Hayam Wuruk No.96a, Jakarta Barat Halal Jam buka: 11-22.00. Menu yang dipesan 1. Thai tea (Rp 32.000) 2. Steak combo (Rp 145.000). Penilaian Untuk steak combonya sendiri cukup besar untuk porsinya dimana beef steaknya seberat 180GR dengan tekstur yang lembut sesuai dengan tingkat kematangan medium. Untuk sambalnya sendiri saya memesan mushroom dan juga pas tapi untuk chicken Maryldan nya dibandingkan dengan beef. Untuk kentangnya saya pilih yang dihaluskan dan rasanya lumayan walaupun lebih enak kalau dioles butter banyak. Untuk teh Thailand, kandungan susunya sedikit lebih sesuai, yaitu tidak terlalu banyak dibandingkan dengan yang lain","kesini iseng pas ulang tahun, padahal awalnya cuma mau makan siang biasa, ternyata yang kesini pas ulang tahun bisa dapet premium steak atau salmon steak gratis. Jadi... Karena semalam overdosis daging, jadinya saya pilih salmon steak. 1. Salmon Steak Salmonnya tidakamis, dagingnya empuk dan enak banget, walaupun porsinya tidakterlalu besar. Untuk side dish-nya ada kentang goreng, onion ring, dan corn salad. 2. Meat ball spaghetti Saya suka banget sama menu ini, spaghettinya Al dente, perpaduan saus marinara asam manis gurihnya pas, teksturnya tidakterlalu encer dan tidakover sauced, meat ballnya empuk (walaupun tidakbanyak), porsinya cukup mengenyangkan. 3. Chrysanthemum honey tea Tehnya perpaduan wangi bunga Chrysanthemum dan madu dengan rasa manis yang pas, tidakbikin haus. Tempatnya oke, pelayanannya juga cepat.","ingat masa SMA dulu, gak keren kalo gak nongkrong di Tamani. Tapi lama kelamaan kualitas rasa steaknya menurun. Tapi kali ini kualitas rasa steak Tamani kembali seperti dulu. Saya pesan sirloin steak yang di kebanyakan rumah makan lain alot & kenyal tapi di sini tekstur dagingnya sama sekali tidak alot & bumbunya pas. Saus ladanya juga lumayan. Sebagai menu tambahan, saya pesan sup kepiting asparagus. Tekstur supnya kurang kental tapi masih gurih & asin"
"Sebenarnya cabang ini terkesan lebih kecil atau memiliki konsep yang berbeda dengan yang lain. Karena saya baru pertama kali kesini jadi saya baru tahu dari teman kalau cabang yang lain besar-besar. Untuk menu makanannya sederhana saja, hanya mie, nasi dan cemilan lainnya. Harganya cukup sedang, mienya cukup enak walaupun porsinya tidak besar. Cemilan seperti gyoza, siomay porsinya sebenarnya cukup besar, bahkan gyozanya besar-besar dan sangat padat isinya. Menurut saya kopi di sini enak, tempatnya juga sangat nyaman. Waktu datang saya sempat bingung mencari tempatnya karena papan nama tidak terlihat.","Menu yang dipesan: Bakmi Ayam OG Bakso Goreng - 53k Bakso gorengnya paling mantap, ayamnya kenyal dan renyah, tekstur mie-nya juga enak dan kenyal, ada bawang putih gorengnya juga + tambah sedikit minyak cabai, mantap. Es Kopi Sedjuk - 27k Kopinya juga paling mantap, pesan yang gulanya lebih sedikit biar pas, kayak ada sedikit rasa pandan tapi tidakterlalu banyak, kopinya juga pas, tidakterlalu strong. Bakalan balik lagi ke sini? Iya, soalnya mie ayam panggang dengan cabai gepreknya juga enak. keseluruhan ⭐4.8/5","Setelah gym ke sedjuk bakmi lgnasgor Kecombrang (57k) saya sudah pesan nasi goreng kecombrang 2x karena enak dan aroma kecombrangnya kuat banget. Kali ini saya juga coba pasta Aglio Olio Kecombrang 52k. Tapi ternyata pedas banget, jadi buat yang gak tahan pedas mending pesan yang lain aja. Suasananya masih nyaman, tempatnya luas, pas weekday gak terlalu rame jadi masih bisa nongkrong santai. Pelayanannya ok. keseluruhan oke lah"
"jarang ke Pondok Indah selain mall. Aku kesini karena ada ajakan menu baru yaitu menu brunch. Ada beberapa jenis menu brunch yaitu: Croque Madame French Toast Chicken Waffle Breakfast Croissant Egg Benedict Aku coba 2 menu yaitu: - Breakfast Croissant (55k++) => ini model sandwich tapi pakai croissant terus dikasih telur goreng, keju cheddar dan irisan daging sapi seperti beef ham. Enggak, tidakdikasih keripik kentang. Macam-macam seperti pringles. Menu ini enak, rasanya juga pas, tidakterlalu gurih atau hambar. - Chicken Waffle (48.5k++) => kalau ini model burger, cuma diganti waffle aja terus ditengahnya ada ayam goreng tanpa tulang dan dikasih salad. Chicken waffle-nya garing banget. Waffle-nya tidakterlalu manis jadi tidakcepat mual saat memakannya. Ayamnya disiram saus maple, ternyata rasanya manis gurih. Enak banget. Saladnya juga bumbunya pas, tidakterlalu over seasoned. Menu brunch-nya kabarnya bakal siap disantap publik awal April 2020. Nah, untuk minumannya, aku pilih house blend iced tea (30k++ => no refill). Sambil nunggu, aku dikasih kentang goreng. Mang, cemilan kapan aja. Kentang gorengnya enak banget dengan saus cabai buat nambah cita rasa. Oh iya, selain itu, aku dikasih pelengkap menu brunch-nya, yaitu Oreo cookies n cream dessert. Bentuknya kayak kotak. Oke, rasanya mirip Oreo, masih ada Oreo yang crunchy, semi-crushed. Ya gitu deh rasanya, sayangnya pelayanannya kurang bagus. Aku datang jam 11 lewat sedikit, tapi sejam kemudian dikasih menu yang bisa dipilih. Setelah pilih menu, makanannya lama banget datangnya. Entah dapurnya yang belum siap atau waiter & waitress-nya kewalahan dengan tamu yang lain. Tempatnya nyaman, tenang, tapi ada nyamuk, mungkin dari lantai atas ke bawah. Soalnya pas mampir ke toilet, lantai atasnya memang terbuka. Di meja tamu ada lilin buat ngusir nyamuk, tapi tetep aja bikin tidaknyaman. Semoga pelayanan dan kebersihannya bisa ditingkatkan lagi supaya lebih baik lagi sesuai dengan rasa makanannya!","Kafenya ada di belakang tempatnya, dari depan kelihatan biasa saja, tapi begitu masuk ke dalam kelihatan mewah dan cocok untuk makan malam menurutku.. pelayanannya cukup baik tapi kurang ramah.. aku kesini untuk memesan honey grilled chicken, wah ini potongan dada ayam, ayamnya gede banget, porsinya mengenyangkan banget. Menurutku ini ayam panggang terenak! Dagingnya juga empuk, bumbunya meresap banget.. lalu spaghetti carbonara, creamy banget, ditaburi parmesan lagi dan dengan beef bacon, ini juga enak banget.. pesan minuman peach ice tea, ada sour peach yang menyegarkan, tehnya juga seger. Lalu iced coffee milk complex, kopinya lumayan strong, manisnya juga pas. Harga di sini memang mahal menurutku, tapi worth it dengan rasa dan tempatnya..","makan di sini karena ada kupon diskon 50%. Saya beli telur asinnya, enak. Bumbu telur asinnya enak, nasinya gurih, bukan nasi putih biasa. Ayamnya jelek banget, ada 2 helai rambut, dan ayamnya tidak berasa seperti bumbunya. Kuahnya encer banget dan tidak enak. Pelayanannya buruk, saya sudah reservasi, tapi waktu datang nama saya tidak ada. Banyak lalat. Tempatnya lumayan."
"makanan enak kopi enak suasana nyaman pelayanan bagus 👍🏻👍🏻👍🏻Saya menumpahkan minuman saya (sepenuhnya salah saya) dan mereka menggantinya tanpa biaya 🥲🫶 makanannya juga enak, sangat direkomendasikan 👌","Datang ke sini hari jumat sore, tempatnya lumayan ramai dengan orang kantoran yang sedang WFC. Saya pesan ice ombe latte, ternyata kopi susu gula aren. Menurut kalian, rasanya tidak terlalu manis (saya lupa minta gulanya dikurangi juga, lol). Tapi saya selalu suka kopi ombe, karena ada rasa kacang dan coklatnya. Harganya 55 ribu. Selamat mencoba!","Lokasinya di Arcade Business Center PIK, posisinya di depan jadi kalau weekend bisa dapat parkir depan, tidakperlu parkir di belakang. Tempatnya nyaman dengan konsep open bar kayak di tetidak h..1. Ombe iced coffee (3/5) Ini es kopi susu gula aren, creamy tapi rasa kopinya masih terasa, tapi untuk harga 55k agak kemahalan. Gula arennya juga agak susah dicampur sama kopinya."
"Udah lama tidakmampir ke sini, eh kaget juga ternyata udah ada tambahan tempat duduk, tidakcuma yang menghadap jendela. Jadi kalau capek belanja, bisa rehat sejenak di sini. Saya pesan yang rasa coklat mint, lebih suka coklat biasa. Tapi masih oke lah. Ditambah lagi pelayanannya bagus dan selalu ada promo menarik dengan pembayaran non tunai.","Di dalam Rezeki Supermarket ada kedai kopi kecil, tempatnya kecil, tapi aman dan bersih. Pelayanannya bagus & cepat. Waktu ke sana, kebetulan aku juga mau coba yang non-coffee. Jadi aku pesan yang rasa Chocolate Mint, menurutku enak banget 🥺 Jarang banget ada tempat yang punya menu Chocolate Mint. Begitu ketemu, ternyata enak banget ehehe. Selain pesan itu, aku juga pesan Coffee Mocca. Enak juga sih, aku yang tidakterlalu suka kopi pahit & si pecinta mocca ini seneng banget ketemu menu favoritku 😌 Rasanya juga tidakmengecewakan, enak karena masih berasa kopi, tapi tidakterlalu manis. Jadi perpaduan yang pas antara Coffee dan Mocca memang hihi","Review Pertama...Kemarin setelah naik turun TJ dari Stasiun Kota, lewat Rezeki Supermarket, eh ada kedai kopi namanya KOPIPESANAN, awalnya iseng iseng karena haus dan kepengen banget ngopi... Gue pesan menu kesukaan gue, kopi jadul....eh...rasanya Ndang banget...kopi susu gula arennya pas banget...pahitnya...kentalnya...paduan gula arennya pas banget....lokasinya juga OK buat kita yang turun di HALL TJ, bisa jadi alternatif tempat kumpul. Menunya juga lumayan enak, ada teh buat yang tidakminum kopi. Harganya juga bersahabat...nanti pasti kesini lagi deh...ah."
"Dipesan waktu ada promo ""MaMiMuMeMo"" di Gofood. Saya pesan yang bundle, yaitu Cookies & Cream with Dark Chocolate. Tapi karena akhir-akhir ini lagi suka banget sama Cookies & Cream, saya pilih yang ini. Rasanya enak, tidak terlalu kental dan manisnya pas, tapi mungkin nanti saya kurangi manisnya.","kopi susu dinginnya mantap guys.. rasanya mantap, manisnya pas, tapi kopinya kurang strong, cenderung light.. buat yang gak suka kopi yang terlalu strong, pasti suka.. karena saya pesan online, saya minta es batunya dipisah dan tanpa sedotan. Lebih baik pakai sedotan stainless biar lebih sedikit plastik dan minimal mengurangi sampah plastik.. es batunya juga ada dua kantong.. instagram @Mich.Love.Eat","iG : @nataliasuwardi Sore ini haus banget dan kepengen minuman dingin pas buka Go Food dapet promo diskon dari @kopiteman BUY 1 Get 1 kapan lagi. Gue pesen REGAL BEAN DAN yang dapetnya Teman Nyantai (Matcha Green Tea). Untuk rasa Regal Bean, gue suka banget kayak makan biskuit regal, tidakterlalu manis sih, pas aja. Kalau Teman Nyantai, matcha-nya biasa aja. tidakterlalu pahit buat Matcha. Jadi buat yang mau coba, langsung aja ke TKP. 😀👍🏻"
